path	sentence
common_voice_en_21936042	two
common_voice_en_21936043	three
common_voice_en_21936046	yes
common_voice_en_21936055	four
common_voice_en_21961775	no
common_voice_en_21961907	four
common_voice_en_21961913	one
common_voice_en_21961973	three
common_voice_en_21961979	yes
common_voice_en_22058867	no
common_voice_en_22058870	one
common_voice_en_22058884	four
common_voice_en_22058885	two
common_voice_en_22058886	yes
common_voice_en_22058906	three
common_voice_en_22018173	one
common_voice_en_22018197	no
common_voice_en_22018203	four
common_voice_en_22018223	yes
common_voice_en_22152756	four
common_voice_en_22152760	yes
common_voice_en_22152772	three
common_voice_en_22152775	one
common_voice_en_22152777	no
common_voice_en_22198554	yes
common_voice_en_22198556	four
common_voice_en_22198589	three
common_voice_en_22198596	no
common_voice_en_22198599	one
common_voice_en_21972323	no
common_voice_en_21972324	yes
common_voice_en_21972346	two
common_voice_en_21972349	four
common_voice_en_21972356	three
common_voice_en_21972453	one
common_voice_en_22127641	yes
common_voice_en_22127649	four
common_voice_en_22127738	three
common_voice_en_22127745	two
common_voice_en_22127747	one
common_voice_en_22127800	no
common_voice_en_22263109	two
common_voice_en_22263183	yes
common_voice_en_22263187	four
common_voice_en_22263190	no
common_voice_en_22263193	one
common_voice_en_21942304	yes
common_voice_en_21942306	one
common_voice_en_21942307	no
common_voice_en_21942309	three
common_voice_en_21942327	four
common_voice_en_22259173	one
common_voice_en_22259181	yes
common_voice_en_22259183	no
common_voice_en_22259185	two
common_voice_en_22259186	four
common_voice_en_22259187	three
common_voice_en_22162236	four
common_voice_en_22162251	yes
common_voice_en_22162254	three
common_voice_en_22162259	no
common_voice_en_21944111	yes
common_voice_en_21944112	one
common_voice_en_21944114	no
common_voice_en_21944136	three
common_voice_en_21944139	two
common_voice_en_21944293	four
common_voice_en_22028479	yes
common_voice_en_22028489	two
common_voice_en_22028513	one
common_voice_en_22028550	four
common_voice_en_22028573	no
common_voice_en_22104079	yes
common_voice_en_22104080	two
common_voice_en_22104081	one
common_voice_en_22104098	four
common_voice_en_22018332	four
common_voice_en_22018622	yes
common_voice_en_22018629	one
common_voice_en_22018655	no
common_voice_en_22018658	two
common_voice_en_22103364	two
common_voice_en_22103369	no
common_voice_en_22103384	four
common_voice_en_22103429	one
common_voice_en_22103433	three
common_voice_en_22068193	one
common_voice_en_22068236	two
common_voice_en_22068326	no
common_voice_en_22068327	yes
common_voice_en_22234650	one
common_voice_en_22234652	no
common_voice_en_22234654	three
common_voice_en_22242719	two
common_voice_en_22242721	four
common_voice_en_22242981	yes
common_voice_en_22191446	yes
common_voice_en_22191453	two
common_voice_en_22191469	no
common_voice_en_22191474	one
common_voice_en_22191476	three
common_voice_en_22191477	four
common_voice_en_22092969	one
common_voice_en_22092974	four
common_voice_en_22092995	three
common_voice_en_22092997	no
common_voice_en_22092999	yes
common_voice_en_22093028	two
common_voice_en_22117744	two
common_voice_en_22117791	three
common_voice_en_22117796	yes
common_voice_en_22186340	no
common_voice_en_22186342	four
common_voice_en_22186343	one
common_voice_en_21976860	one
common_voice_en_21977049	no
common_voice_en_21977053	two
common_voice_en_21977416	four
common_voice_en_21977421	yes
common_voice_en_22197997	four
common_voice_en_22198034	one
common_voice_en_22198040	no
common_voice_en_22198096	yes
common_voice_en_22198099	three
common_voice_en_22167619	two
common_voice_en_22167623	three
common_voice_en_22167627	one
common_voice_en_22167633	four
common_voice_en_22167835	yes
common_voice_en_22161285	one
common_voice_en_22161294	no
common_voice_en_22161363	two
common_voice_en_22161364	three
common_voice_en_22161367	four
common_voice_en_22161487	yes
common_voice_en_22061405	one
common_voice_en_22061408	yes
common_voice_en_22061409	no
common_voice_en_22061435	two
common_voice_en_22061457	four
common_voice_en_22034682	two
common_voice_en_22034684	one
common_voice_en_22034691	no
common_voice_en_22034740	four
common_voice_en_22034932	three
common_voice_en_21972522	four
common_voice_en_21972656	two
common_voice_en_21972679	no
common_voice_en_21972688	one
common_voice_en_22244569	two
common_voice_en_22244574	no
common_voice_en_22244575	one
common_voice_en_22245105	yes
common_voice_en_22070087	four
common_voice_en_22070088	yes
common_voice_en_22070094	two
common_voice_en_22070095	one
common_voice_en_22070097	three
common_voice_en_22070127	no
common_voice_en_21963990	four
common_voice_en_21963991	one
common_voice_en_21964063	two
common_voice_en_21964083	yes
common_voice_en_22115784	yes
common_voice_en_22115806	four
common_voice_en_22115811	one
common_voice_en_22115813	two
common_voice_en_22115829	three
common_voice_en_22141168	yes
common_voice_en_22141169	no
common_voice_en_22141180	one
common_voice_en_22141183	three
common_voice_en_22090494	four
common_voice_en_22090498	two
common_voice_en_22090517	no
common_voice_en_22090523	yes
common_voice_en_22090525	one
common_voice_en_22090527	three
common_voice_en_21993439	no
common_voice_en_21993442	one
common_voice_en_21993465	yes
common_voice_en_21993493	three
common_voice_en_21993498	four
common_voice_en_22147599	yes
common_voice_en_22147615	four
common_voice_en_22147617	no
common_voice_en_22147635	two
common_voice_en_22147636	three
common_voice_en_22148351	one
common_voice_en_22148457	two
common_voice_en_22148458	three
common_voice_en_22148459	yes
common_voice_en_22148486	no
common_voice_en_22148490	four
common_voice_en_22260115	no
common_voice_en_22260163	two
common_voice_en_22260165	yes
common_voice_en_22260251	three
common_voice_en_22260270	four
common_voice_en_22116875	no
common_voice_en_22116902	one
common_voice_en_22116918	two
common_voice_en_22116920	yes
common_voice_en_22116922	three
common_voice_en_22053954	yes
common_voice_en_22053956	no
common_voice_en_22054620	one
common_voice_en_22054621	two
common_voice_en_22032320	yes
common_voice_en_22032363	three
common_voice_en_22032401	one
common_voice_en_22032479	four
common_voice_en_22015561	two
common_voice_en_22015562	three
common_voice_en_22015573	yes
common_voice_en_22015619	one
common_voice_en_22015670	four
common_voice_en_22138950	four
common_voice_en_22139018	no
common_voice_en_22139022	one
common_voice_en_22139074	yes
common_voice_en_22139075	three
common_voice_en_22139076	two
common_voice_en_22081904	three
common_voice_en_22081907	two
common_voice_en_22082240	one
common_voice_en_22082246	yes
common_voice_en_22082253	four
common_voice_en_22082287	no
common_voice_en_22261255	two
common_voice_en_22261261	one
common_voice_en_22261335	yes
common_voice_en_22261337	three
common_voice_en_22261357	no
common_voice_en_22269279	four
common_voice_en_22269664	no
common_voice_en_22269665	two
common_voice_en_22269667	yes
common_voice_en_22269671	one
common_voice_en_22002899	yes
common_voice_en_22002920	one
common_voice_en_22002923	two
common_voice_en_22002952	no
common_voice_en_22251543	yes
common_voice_en_22251545	three
common_voice_en_22251548	no
common_voice_en_22251555	one
common_voice_en_22251556	two
common_voice_en_22080152	three
common_voice_en_22080157	one
common_voice_en_22080229	two
common_voice_en_22080230	four
common_voice_en_22080256	no
common_voice_en_22080269	yes
common_voice_en_22201955	three
common_voice_en_22201969	four
common_voice_en_22202002	no
common_voice_en_22202004	yes
common_voice_en_22202008	one
common_voice_en_21941763	yes
common_voice_en_21941766	one
common_voice_en_21941804	two
common_voice_en_21941808	four
common_voice_en_21941859	no
common_voice_en_22053733	yes
common_voice_en_22053734	four
common_voice_en_22053811	three
common_voice_en_22053815	one
common_voice_en_22053845	two
common_voice_en_22053846	no
common_voice_en_22244380	one
common_voice_en_22244382	two
common_voice_en_22244390	three
common_voice_en_22245642	yes
common_voice_en_22245648	no
common_voice_en_22017335	one
common_voice_en_22017367	yes
common_voice_en_22017368	three
common_voice_en_22017399	two
common_voice_en_22005637	yes
common_voice_en_22005653	two
common_voice_en_22005657	four
common_voice_en_22005694	one
common_voice_en_22005695	three
common_voice_en_22224593	no
common_voice_en_22224600	one
common_voice_en_22224619	yes
common_voice_en_22224620	two
common_voice_en_22224622	four
common_voice_en_22037513	no
common_voice_en_22037516	one
common_voice_en_22037608	two
common_voice_en_22037611	four
common_voice_en_22037614	yes
common_voice_en_21949091	two
common_voice_en_21949150	yes
common_voice_en_21949154	one
common_voice_en_21949157	four
common_voice_en_21949215	three
common_voice_en_21949217	no
common_voice_en_21989223	two
common_voice_en_21989236	yes
common_voice_en_21989258	four
common_voice_en_21989263	no
common_voice_en_21989319	one
common_voice_en_21989326	three
common_voice_en_22170058	one
common_voice_en_22170060	four
common_voice_en_22170072	yes
common_voice_en_22170076	no
common_voice_en_22170097	three
common_voice_en_22059938	yes
common_voice_en_22059940	two
common_voice_en_22060055	one
common_voice_en_22060103	four
common_voice_en_22098491	three
common_voice_en_22098493	four
common_voice_en_22098518	yes
common_voice_en_22098548	no
common_voice_en_22098549	two
common_voice_en_22109397	no
common_voice_en_22109399	two
common_voice_en_22109400	four
common_voice_en_22109421	yes
common_voice_en_22109422	one
common_voice_en_22083526	yes
common_voice_en_22083528	four
common_voice_en_22083544	three
common_voice_en_22083545	no
common_voice_en_22083546	two
common_voice_en_22083571	one
common_voice_en_22272974	four
common_voice_en_22272994	two
common_voice_en_22272996	yes
common_voice_en_22273003	one
common_voice_en_22273004	no
common_voice_en_21940368	four
common_voice_en_21947265	yes
common_voice_en_21947301	three
common_voice_en_21947312	two
common_voice_en_21948501	no
common_voice_en_21987247	yes
common_voice_en_21987296	two
common_voice_en_21987300	no
common_voice_en_21987341	four
common_voice_en_21987342	one
common_voice_en_21934476	four
common_voice_en_21934484	yes
common_voice_en_21934487	one
common_voice_en_21934492	no
common_voice_en_21957098	four
common_voice_en_21957300	two
common_voice_en_21957306	no
common_voice_en_21957607	yes
common_voice_en_21957609	one
common_voice_en_21992455	four
common_voice_en_21992456	yes
common_voice_en_21992457	two
common_voice_en_21992458	one
common_voice_en_21992476	three
common_voice_en_21934828	four
common_voice_en_21934837	no
common_voice_en_21934838	one
common_voice_en_21934839	three
common_voice_en_21934841	two
common_voice_en_21934850	yes
common_voice_en_22048779	four
common_voice_en_22048780	two
common_voice_en_22048793	no
common_voice_en_22048794	one
common_voice_en_22048801	yes
common_voice_en_21954329	two
common_voice_en_21954360	three
common_voice_en_21954364	four
common_voice_en_21954396	one
common_voice_en_21932298	two
common_voice_en_21932302	no
common_voice_en_21932329	yes
common_voice_en_21932344	one
common_voice_en_21932347	three
common_voice_en_21932349	four
common_voice_en_22210334	one
common_voice_en_22210341	yes
common_voice_en_22210583	four
common_voice_en_22210584	no
common_voice_en_22210698	two
common_voice_en_22210699	three
common_voice_en_22275386	no
common_voice_en_22275391	four
common_voice_en_22275397	yes
common_voice_en_22275420	two
common_voice_en_22275423	one
common_voice_en_21965337	yes
common_voice_en_21965338	one
common_voice_en_21965413	no
common_voice_en_21965418	four
common_voice_en_21965504	three
common_voice_en_21927644	two
common_voice_en_21927645	four
common_voice_en_21927648	no
common_voice_en_21927654	one
common_voice_en_21927655	three
common_voice_en_22184394	three
common_voice_en_22184396	yes
common_voice_en_22184397	two
common_voice_en_22184404	one
common_voice_en_22184405	four
common_voice_en_22184406	no
common_voice_en_22160621	no
common_voice_en_22160624	one
common_voice_en_22160658	yes
common_voice_en_22160660	two
common_voice_en_22160702	four
common_voice_en_22160704	three
common_voice_en_22155196	no
common_voice_en_22155199	one
common_voice_en_22155205	yes
common_voice_en_22155209	four
common_voice_en_22155215	two
common_voice_en_21946098	two
common_voice_en_21946099	three
common_voice_en_21946100	one
common_voice_en_21946101	no
common_voice_en_21946128	yes
common_voice_en_21946926	three
common_voice_en_21947051	four
common_voice_en_21947053	yes
common_voice_en_21947317	one
common_voice_en_21941711	two
common_voice_en_21941714	four
common_voice_en_21941716	yes
common_voice_en_22056263	no
common_voice_en_21989043	three
common_voice_en_21989051	one
common_voice_en_21993926	two
common_voice_en_21993927	four
common_voice_en_21993928	yes
common_voice_en_21993937	no
common_voice_en_21928042	yes
common_voice_en_21928044	one
common_voice_en_21928049	no
common_voice_en_21928050	four
common_voice_en_21928063	two
common_voice_en_22110910	yes
common_voice_en_22110934	four
common_voice_en_22110935	three
common_voice_en_22110958	two
common_voice_en_22110960	one
common_voice_en_22266550	yes
common_voice_en_22266586	one
common_voice_en_22266588	four
common_voice_en_22266589	no
common_voice_en_22103924	yes
common_voice_en_22103925	one
common_voice_en_22103945	no
common_voice_en_22103951	three
common_voice_en_22103952	two
common_voice_en_22103954	four
common_voice_en_22072413	yes
common_voice_en_22072434	four
common_voice_en_22072442	one
common_voice_en_22072451	no
common_voice_en_22072492	two
common_voice_en_22263720	yes
common_voice_en_22264018	two
common_voice_en_22264019	one
common_voice_en_22264020	four
common_voice_en_22264315	no
common_voice_en_22184266	yes
common_voice_en_22184267	four
common_voice_en_22184279	no
common_voice_en_22184295	three
common_voice_en_22184297	one
common_voice_en_22011719	one
common_voice_en_22011723	no
common_voice_en_22011730	two
common_voice_en_22011740	four
common_voice_en_22011771	yes
common_voice_en_22075789	yes
common_voice_en_22075811	four
common_voice_en_22075813	one
common_voice_en_22075814	no
common_voice_en_22208946	one
common_voice_en_22208955	yes
common_voice_en_22208956	four
common_voice_en_22208957	no
common_voice_en_22208961	two
common_voice_en_21987977	yes
common_voice_en_21987978	one
common_voice_en_21987987	four
common_voice_en_21987991	three
common_voice_en_21987993	two
common_voice_en_21988004	no
common_voice_en_22263833	four
common_voice_en_22263840	no
common_voice_en_22263857	two
common_voice_en_22263922	yes
common_voice_en_22263927	one
common_voice_en_22230036	no
common_voice_en_22230043	yes
common_voice_en_22230117	four
common_voice_en_22230134	two
common_voice_en_22230144	one
common_voice_en_21934971	two
common_voice_en_21934974	three
common_voice_en_21934978	four
common_voice_en_21934980	yes
common_voice_en_21934982	no
common_voice_en_21934987	one
common_voice_en_22117690	four
common_voice_en_22117693	one
common_voice_en_22117695	two
common_voice_en_22117789	yes
common_voice_en_22117797	no
common_voice_en_22070053	no
common_voice_en_22070059	yes
common_voice_en_22070096	two
common_voice_en_22070182	four
common_voice_en_22070199	one
common_voice_en_22005924	four
common_voice_en_22005929	no
common_voice_en_22005930	two
common_voice_en_22005950	yes
common_voice_en_22005952	three
common_voice_en_22006087	one
common_voice_en_21901129	three
common_voice_en_21901130	four
common_voice_en_21901141	two
common_voice_en_21901143	yes
common_voice_en_21901144	one
common_voice_en_21901154	no
common_voice_en_22138270	yes
common_voice_en_22138273	one
common_voice_en_22138275	three
common_voice_en_22138293	no
common_voice_en_22138294	four
common_voice_en_22192230	two
common_voice_en_22192231	one
common_voice_en_22192232	three
common_voice_en_22192260	yes
common_voice_en_22192262	four
common_voice_en_22118929	four
common_voice_en_22118943	no
common_voice_en_22118973	yes
common_voice_en_22118980	three
common_voice_en_22119699	one
common_voice_en_22053672	yes
common_voice_en_22053674	two
common_voice_en_22053686	four
common_voice_en_22053687	one
common_voice_en_22053689	no
common_voice_en_22053690	three
common_voice_en_22058264	no
common_voice_en_22058269	three
common_voice_en_22058284	one
common_voice_en_22058286	four
common_voice_en_22058287	yes
common_voice_en_22058302	two
common_voice_en_21955674	one
common_voice_en_21955676	two
common_voice_en_21955678	three
common_voice_en_21955719	four
common_voice_en_21955720	no
common_voice_en_21955723	yes
common_voice_en_22072975	no
common_voice_en_22072990	yes
common_voice_en_22073037	four
common_voice_en_22073042	three
common_voice_en_22073045	one
common_voice_en_21994256	no
common_voice_en_21994257	four
common_voice_en_21994264	yes
common_voice_en_21994291	one
common_voice_en_21994292	two
common_voice_en_22101968	yes
common_voice_en_22101969	no
common_voice_en_22102029	one
common_voice_en_22102030	two
common_voice_en_22102106	four
common_voice_en_22102108	three
common_voice_en_22007526	yes
common_voice_en_22007705	four
common_voice_en_22007707	no
common_voice_en_22007721	two
common_voice_en_22007725	one
common_voice_en_22179395	two
common_voice_en_22179420	no
common_voice_en_22179421	one
common_voice_en_22179426	yes
common_voice_en_22179427	three
common_voice_en_22179429	four
common_voice_en_21967379	one
common_voice_en_21967598	no
common_voice_en_21967599	two
common_voice_en_21967646	three
common_voice_en_21967647	yes
common_voice_en_22065242	one
common_voice_en_22065244	two
common_voice_en_22065245	yes
common_voice_en_22065712	three
common_voice_en_22065827	four
common_voice_en_22065829	no
common_voice_en_22014812	three
common_voice_en_22014813	yes
common_voice_en_22014829	four
common_voice_en_22014857	one
common_voice_en_22014861	two
common_voice_en_22014863	no
common_voice_en_22058997	one
common_voice_en_22059000	three
common_voice_en_22059016	yes
common_voice_en_22059057	no
common_voice_en_22059058	two
common_voice_en_21956810	no
common_voice_en_21956819	two
common_voice_en_21956823	yes
common_voice_en_21956874	one
common_voice_en_21956876	three
common_voice_en_21965636	one
common_voice_en_21965641	two
common_voice_en_21965643	three
common_voice_en_21965684	yes
common_voice_en_21965738	no
common_voice_en_22054283	one
common_voice_en_22054315	two
common_voice_en_22054316	three
common_voice_en_22054317	yes
common_voice_en_22054365	four
common_voice_en_22054368	no
common_voice_en_22171853	yes
common_voice_en_22171902	no
common_voice_en_22171906	four
common_voice_en_22171908	two
common_voice_en_22171998	three
common_voice_en_22172004	one
common_voice_en_22206434	three
common_voice_en_22206436	yes
common_voice_en_22206440	one
common_voice_en_22206442	four
common_voice_en_22206456	two
common_voice_en_22017557	two
common_voice_en_22017563	four
common_voice_en_22017588	yes
common_voice_en_22017589	three
common_voice_en_22017591	one
common_voice_en_22017592	no
common_voice_en_21962657	three
common_voice_en_21962658	no
common_voice_en_21962749	yes
common_voice_en_21962752	one
common_voice_en_21962769	two
common_voice_en_22062210	no
common_voice_en_22062212	four
common_voice_en_22062213	two
common_voice_en_22062231	yes
common_voice_en_22062266	one
common_voice_en_22236741	two
common_voice_en_22236742	no
common_voice_en_22236745	one
common_voice_en_22236759	four
common_voice_en_22236782	yes
common_voice_en_22236783	three
common_voice_en_22133606	one
common_voice_en_22133607	yes
common_voice_en_22133620	four
common_voice_en_22133622	no
common_voice_en_22133624	three
common_voice_en_22238081	yes
common_voice_en_22238101	two
common_voice_en_22238102	three
common_voice_en_22238105	one
common_voice_en_22238115	four
common_voice_en_22238118	no
common_voice_en_22214378	one
common_voice_en_22214379	no
common_voice_en_22214386	four
common_voice_en_22214390	three
common_voice_en_22214408	yes
common_voice_en_22134359	two
common_voice_en_22134467	four
common_voice_en_22134468	no
common_voice_en_22134517	yes
common_voice_en_22134518	three
common_voice_en_22134520	one
common_voice_en_21994807	yes
common_voice_en_21994812	two
common_voice_en_21994814	three
common_voice_en_21994990	four
common_voice_en_21994991	no
common_voice_en_22066513	one
common_voice_en_22066517	three
common_voice_en_22066787	yes
common_voice_en_22066821	four
common_voice_en_22066823	two
common_voice_en_21958998	no
common_voice_en_21959048	two
common_voice_en_21959050	four
common_voice_en_21959052	yes
common_voice_en_21959180	one
common_voice_en_21959181	three
common_voice_en_22264163	four
common_voice_en_22264166	one
common_voice_en_22264197	yes
common_voice_en_22264250	no
common_voice_en_22264253	two
common_voice_en_22146285	two
common_voice_en_22146287	four
common_voice_en_22146290	yes
common_voice_en_22146378	three
common_voice_en_22146379	one
common_voice_en_22185889	yes
common_voice_en_22185891	two
common_voice_en_22185892	one
common_voice_en_22185893	three
common_voice_en_22185921	no
common_voice_en_22185922	four
common_voice_en_22082672	no
common_voice_en_22082677	three
common_voice_en_22082700	one
common_voice_en_22082733	four
common_voice_en_22082735	two
common_voice_en_22112182	two
common_voice_en_22112183	no
common_voice_en_22112212	four
common_voice_en_22112215	yes
common_voice_en_22112241	one
common_voice_en_22222525	one
common_voice_en_22222536	two
common_voice_en_22222604	no
common_voice_en_22222614	three
common_voice_en_22222633	four
common_voice_en_22222635	yes
common_voice_en_22140928	two
common_voice_en_22140945	three
common_voice_en_22140948	no
common_voice_en_22140949	four
common_voice_en_22140962	yes
common_voice_en_22140963	one
common_voice_en_21932633	no
common_voice_en_21932636	four
common_voice_en_21932643	one
common_voice_en_21932645	three
common_voice_en_21932650	yes
common_voice_en_21970861	no
common_voice_en_21970863	four
common_voice_en_21970864	yes
common_voice_en_21970904	one
common_voice_en_21970931	three
common_voice_en_21970933	two
common_voice_en_22174450	two
common_voice_en_22174452	three
common_voice_en_22174646	no
common_voice_en_22174650	yes
common_voice_en_22174658	four
common_voice_en_22266026	yes
common_voice_en_22266057	one
common_voice_en_22266058	no
common_voice_en_22266074	two
common_voice_en_22266076	four
common_voice_en_22089803	two
common_voice_en_22089813	no
common_voice_en_22089870	one
common_voice_en_22089874	yes
common_voice_en_22089935	three
common_voice_en_21926837	three
common_voice_en_21926860	four
common_voice_en_21926861	yes
common_voice_en_21926863	one
common_voice_en_21926881	two
common_voice_en_21926882	no
common_voice_en_22017195	no
common_voice_en_22017261	yes
common_voice_en_22017304	three
common_voice_en_22017305	one
common_voice_en_22017306	two
common_voice_en_22017307	four
common_voice_en_22010227	yes
common_voice_en_22010229	four
common_voice_en_22010489	two
common_voice_en_22010490	one
common_voice_en_22010494	three
common_voice_en_22010522	no
common_voice_en_22262440	two
common_voice_en_22262449	three
common_voice_en_22262483	one
common_voice_en_22262508	no
common_voice_en_22262510	yes
common_voice_en_22262532	four
common_voice_en_22185676	no
common_voice_en_22185679	one
common_voice_en_22185691	two
common_voice_en_22185693	four
common_voice_en_22185710	three
common_voice_en_22185711	yes
common_voice_en_22030443	no
common_voice_en_22030447	three
common_voice_en_22030479	four
common_voice_en_22030483	one
common_voice_en_22030504	yes
common_voice_en_22000150	two
common_voice_en_22000151	one
common_voice_en_22000171	four
common_voice_en_22000172	no
common_voice_en_22000192	yes
common_voice_en_22000248	three
common_voice_en_22019442	two
common_voice_en_22019456	no
common_voice_en_22019479	four
common_voice_en_22019480	yes
common_voice_en_22019481	one
common_voice_en_21973332	two
common_voice_en_21973339	no
common_voice_en_21973374	four
common_voice_en_21973376	three
common_voice_en_21973394	yes
common_voice_en_21973399	one
common_voice_en_22049311	four
common_voice_en_22049313	yes
common_voice_en_22049315	two
common_voice_en_22049317	one
common_voice_en_22049320	no
common_voice_en_21959337	one
common_voice_en_21959354	two
common_voice_en_21959357	yes
common_voice_en_21959381	four
common_voice_en_21959389	no
common_voice_en_22072441	yes
common_voice_en_22072519	no
common_voice_en_22072550	one
common_voice_en_22072561	two
common_voice_en_22072564	four
common_voice_en_22162595	two
common_voice_en_22162657	one
common_voice_en_22162706	no
common_voice_en_22162710	four
common_voice_en_22163867	yes
common_voice_en_22219021	one
common_voice_en_22219024	three
common_voice_en_22219031	four
common_voice_en_22219059	yes
common_voice_en_22219070	two
common_voice_en_22219074	no
common_voice_en_21944774	no
common_voice_en_21944777	three
common_voice_en_21944780	yes
common_voice_en_21944785	one
common_voice_en_21944786	two
common_voice_en_21944794	four
common_voice_en_22147729	three
common_voice_en_22147730	one
common_voice_en_22147733	yes
common_voice_en_22147734	two
common_voice_en_22147735	no
common_voice_en_22174306	one
common_voice_en_22174311	three
common_voice_en_22174313	two
common_voice_en_22174329	yes
common_voice_en_22174371	four
common_voice_en_22174376	no
common_voice_en_22065544	no
common_voice_en_22065547	four
common_voice_en_22065608	yes
common_voice_en_22065613	two
common_voice_en_22065735	one
common_voice_en_22065737	three
common_voice_en_22244076	no
common_voice_en_22244078	one
common_voice_en_22244079	yes
common_voice_en_22244087	two
common_voice_en_22244088	three
common_voice_en_22173345	four
common_voice_en_22173346	three
common_voice_en_22173349	yes
common_voice_en_22173416	two
common_voice_en_22173433	one
common_voice_en_22173527	no
common_voice_en_22193620	one
common_voice_en_22193638	three
common_voice_en_22193645	two
common_voice_en_22193654	four
common_voice_en_22193663	no
common_voice_en_22193667	yes
common_voice_en_22156662	three
common_voice_en_22156666	two
common_voice_en_22156683	no
common_voice_en_22156693	four
common_voice_en_22156731	yes
common_voice_en_22156733	one
common_voice_en_21958064	yes
common_voice_en_21958087	no
common_voice_en_21958088	one
common_voice_en_21958090	two
common_voice_en_21958221	three
common_voice_en_22088884	three
common_voice_en_22088885	four
common_voice_en_22088892	yes
common_voice_en_22089289	two
common_voice_en_22089295	no
common_voice_en_22089316	one
common_voice_en_22058856	yes
common_voice_en_22058876	three
common_voice_en_22058895	one
common_voice_en_22058897	no
common_voice_en_22058898	two
common_voice_en_21933505	three
common_voice_en_21933518	two
common_voice_en_21933519	four
common_voice_en_21933521	yes
common_voice_en_21933534	one
common_voice_en_21933598	no
common_voice_en_22014333	yes
common_voice_en_22014339	four
common_voice_en_22014346	three
common_voice_en_22014347	no
common_voice_en_22014348	one
common_voice_en_21974929	three
common_voice_en_21974962	four
common_voice_en_21974965	two
common_voice_en_21975030	no
common_voice_en_21975032	one
common_voice_en_21975034	yes
common_voice_en_22051257	one
common_voice_en_22051262	two
common_voice_en_22051348	yes
common_voice_en_22051350	no
common_voice_en_22051397	four
common_voice_en_21944470	no
common_voice_en_21944471	yes
common_voice_en_21944474	one
common_voice_en_21944475	three
common_voice_en_21944477	two
common_voice_en_21944494	four
common_voice_en_22173412	three
common_voice_en_22173418	one
common_voice_en_22173426	yes
common_voice_en_22173449	four
common_voice_en_22173459	two
common_voice_en_22070134	no
common_voice_en_22070151	yes
common_voice_en_22070154	four
common_voice_en_22070166	two
common_voice_en_22070170	one
common_voice_en_22270108	two
common_voice_en_22270110	one
common_voice_en_22270126	yes
common_voice_en_22270130	four
common_voice_en_22270132	no
common_voice_en_22118963	one
common_voice_en_22118985	three
common_voice_en_22118997	yes
common_voice_en_22119011	four
common_voice_en_22119013	two
common_voice_en_22119014	no
common_voice_en_21986240	no
common_voice_en_21986245	four
common_voice_en_21986274	three
common_voice_en_21986275	one
common_voice_en_21986276	two
common_voice_en_21986315	yes
common_voice_en_22163844	one
common_voice_en_22163850	yes
common_voice_en_22163885	no
common_voice_en_22163886	four
common_voice_en_22163919	two
common_voice_en_22163921	three
common_voice_en_22208910	no
common_voice_en_22208912	four
common_voice_en_22209027	one
common_voice_en_22209029	two
common_voice_en_22209273	yes
common_voice_en_22046840	no
common_voice_en_22046902	yes
common_voice_en_22046904	four
common_voice_en_22046905	three
common_voice_en_22046971	two
common_voice_en_22046973	one
common_voice_en_21916640	yes
common_voice_en_21916646	two
common_voice_en_21916655	four
common_voice_en_21916656	one
common_voice_en_21916658	three
common_voice_en_22106470	no
common_voice_en_22106471	four
common_voice_en_22106474	yes
common_voice_en_22106581	three
common_voice_en_22106586	one
common_voice_en_21913719	three
common_voice_en_21913725	no
common_voice_en_21913726	four
common_voice_en_21913730	two
common_voice_en_21913734	yes
common_voice_en_22233407	three
common_voice_en_22233408	no
common_voice_en_22233409	two
common_voice_en_22233410	yes
common_voice_en_22233413	one
common_voice_en_22233433	four
common_voice_en_22049662	no
common_voice_en_22049666	three
common_voice_en_22049678	four
common_voice_en_22049679	two
common_voice_en_22049680	yes
common_voice_en_22049702	one
common_voice_en_22122278	one
common_voice_en_22122293	two
common_voice_en_22122300	yes
common_voice_en_22122324	four
common_voice_en_22122331	no
common_voice_en_22131493	four
common_voice_en_22131538	three
common_voice_en_22131545	no
common_voice_en_22131620	two
common_voice_en_22131621	yes
common_voice_en_22234603	two
common_voice_en_22234604	three
common_voice_en_22234630	four
common_voice_en_22234631	no
common_voice_en_22234659	one
common_voice_en_22234660	yes
common_voice_en_22097913	no
common_voice_en_22097917	two
common_voice_en_22097925	three
common_voice_en_22097929	yes
common_voice_en_22097950	one
common_voice_en_22097952	four
common_voice_en_22261315	yes
common_voice_en_22261318	no
common_voice_en_22261325	four
common_voice_en_22261331	one
common_voice_en_22261416	two
common_voice_en_22145757	one
common_voice_en_22145759	three
common_voice_en_22145760	no
common_voice_en_22145762	yes
common_voice_en_22145763	two
common_voice_en_22145812	four
common_voice_en_21935510	two
common_voice_en_21935514	one
common_voice_en_21935516	yes
common_voice_en_21935528	three
common_voice_en_21935531	no
common_voice_en_22040256	four
common_voice_en_22040264	three
common_voice_en_22040286	yes
common_voice_en_22040293	two
common_voice_en_22040300	one
common_voice_en_21991554	three
common_voice_en_21991555	two
common_voice_en_21991557	yes
common_voice_en_21991818	four
common_voice_en_21991821	no
common_voice_en_21991822	one
common_voice_en_22062381	two
common_voice_en_22062386	one
common_voice_en_22062424	yes
common_voice_en_22062461	no
common_voice_en_22062465	three
common_voice_en_22034801	four
common_voice_en_22034802	one
common_voice_en_22034867	two
common_voice_en_22034868	yes
