	path	sentence
10525	common_voice_en_21950278	no
10526	common_voice_en_21959013	three
10527	common_voice_en_21959018	two
10528	common_voice_en_21959153	no
10529	common_voice_en_21959156	four
10530	common_voice_en_21940015	no
10531	common_voice_en_21940017	two
10532	common_voice_en_21940018	one
10533	common_voice_en_21940019	three
10534	common_voice_en_21940020	yes
10535	common_voice_en_22171000	two
10536	common_voice_en_22171003	three
10537	common_voice_en_22171004	no
10538	common_voice_en_22171019	yes
10539	common_voice_en_21940703	two
10540	common_voice_en_21940706	no
10541	common_voice_en_21940708	three
10542	common_voice_en_21940710	four
10543	common_voice_en_21940733	yes
10544	common_voice_en_22130811	four
10545	common_voice_en_22130817	no
10546	common_voice_en_22130843	two
10547	common_voice_en_22130845	one
10548	common_voice_en_22130849	yes
10549	common_voice_en_22183748	three
10550	common_voice_en_22183749	two
10551	common_voice_en_22183750	no
10552	common_voice_en_22183763	yes
10553	common_voice_en_22173726	two
10554	common_voice_en_22173728	one
10555	common_voice_en_22173733	four
10556	common_voice_en_22173754	three
10557	common_voice_en_22157607	no
10558	common_voice_en_22157611	four
10559	common_voice_en_22157613	one
10560	common_voice_en_22157618	three
10561	common_voice_en_22215212	one
10562	common_voice_en_22215214	two
10563	common_voice_en_22215215	yes
10564	common_voice_en_22215216	no
10565	common_voice_en_22215217	three
10566	common_voice_en_22018467	three
10567	common_voice_en_22018670	two
10568	common_voice_en_22018677	yes
10569	common_voice_en_22097987	three
10570	common_voice_en_22097988	yes
10571	common_voice_en_22098003	two
10572	common_voice_en_22074155	three
10573	common_voice_en_22074196	four
10574	common_voice_en_22074198	one
10575	common_voice_en_22155880	one
10576	common_voice_en_22155884	yes
10577	common_voice_en_22155891	three
10578	common_voice_en_21939832	one
10579	common_voice_en_21939833	two
10580	common_voice_en_21939834	no
10581	common_voice_en_21939869	yes
10582	common_voice_en_21939870	four
10583	common_voice_en_22156995	one
10584	common_voice_en_22156999	four
10585	common_voice_en_22157000	two
10586	common_voice_en_22157042	no
10587	common_voice_en_22269911	one
10588	common_voice_en_22269913	four
10589	common_voice_en_22269914	no
10590	common_voice_en_22269916	yes
10591	common_voice_en_22016808	one
10592	common_voice_en_22016850	three
10593	common_voice_en_22016851	four
10594	common_voice_en_22016852	two
10595	common_voice_en_22175745	yes
10596	common_voice_en_22175746	no
10597	common_voice_en_22175747	two
10598	common_voice_en_22175801	one
10599	common_voice_en_22185975	four
10600	common_voice_en_22185978	two
10601	common_voice_en_22185997	three
10602	common_voice_en_22185999	one
10603	common_voice_en_22020087	no
10604	common_voice_en_22020090	yes
10605	common_voice_en_22093294	yes
10606	common_voice_en_22093295	two
10607	common_voice_en_22093297	no
10608	common_voice_en_22093320	three
10609	common_voice_en_22000143	yes
10610	common_voice_en_22000301	no
10611	common_voice_en_22000303	one
10612	common_voice_en_22000308	three
10613	common_voice_en_22209786	two
10614	common_voice_en_22209792	one
10615	common_voice_en_22209851	three
10616	common_voice_en_22209857	no
10617	common_voice_en_22036939	two
10618	common_voice_en_22036947	one
10619	common_voice_en_22036954	yes
10620	common_voice_en_22036964	three
10621	common_voice_en_22037003	no
10622	common_voice_en_22085613	yes
10623	common_voice_en_22085617	two
10624	common_voice_en_22085622	one
10625	common_voice_en_22085641	no
10626	common_voice_en_22262197	four
10627	common_voice_en_22262536	no
10628	common_voice_en_22262608	three
10629	common_voice_en_22079369	no
10630	common_voice_en_22079373	one
10631	common_voice_en_22079377	yes
10632	common_voice_en_22079400	three
10633	common_voice_en_21976639	yes
10634	common_voice_en_21977059	four
10635	common_voice_en_21977061	three
10636	common_voice_en_21977064	one
10637	common_voice_en_21977070	no
10638	common_voice_en_22052319	one
10639	common_voice_en_22052326	two
10640	common_voice_en_22052328	four
10641	common_voice_en_22052330	three
10642	common_voice_en_22165383	four
10643	common_voice_en_22165384	one
10644	common_voice_en_22165401	yes
10645	common_voice_en_22215791	four
10646	common_voice_en_22215808	two
10647	common_voice_en_22215811	one
10648	common_voice_en_22215812	three
10649	common_voice_en_22249038	three
10650	common_voice_en_22249056	four
10651	common_voice_en_22249059	yes
10652	common_voice_en_22048455	two
10653	common_voice_en_22048522	one
10654	common_voice_en_22048524	yes
10655	common_voice_en_22124223	three
10656	common_voice_en_22124225	four
10657	common_voice_en_22124245	two
10658	common_voice_en_22124253	one
10659	common_voice_en_21965323	no
10660	common_voice_en_21965326	three
10661	common_voice_en_21965380	one
10662	common_voice_en_22013240	yes
10663	common_voice_en_22013251	two
10664	common_voice_en_22013369	three
10665	common_voice_en_22013391	four
10666	common_voice_en_22233854	one
10667	common_voice_en_22233856	yes
10668	common_voice_en_22233879	four
10669	common_voice_en_22233880	two
10670	common_voice_en_22233881	no
10671	common_voice_en_22021220	four
10672	common_voice_en_22021228	three
10673	common_voice_en_22021368	no
10674	common_voice_en_22021370	yes
10675	common_voice_en_22112726	two
10676	common_voice_en_22112727	four
10677	common_voice_en_22112728	three
10678	common_voice_en_22291166	no
10679	common_voice_en_22291171	one
10680	common_voice_en_21990970	no
10681	common_voice_en_21991006	one
10682	common_voice_en_21991008	three
10683	common_voice_en_22028873	one
10684	common_voice_en_22028900	three
10685	common_voice_en_22028906	four
10686	common_voice_en_22134126	no
10687	common_voice_en_22134127	four
10688	common_voice_en_22134131	one
10689	common_voice_en_22134171	three
10690	common_voice_en_22134174	yes
10691	common_voice_en_21964863	yes
10692	common_voice_en_21964995	no
10693	common_voice_en_21964998	four
10694	common_voice_en_22074208	yes
10695	common_voice_en_22074213	one
10696	common_voice_en_22270187	two
10697	common_voice_en_22270188	no
10698	common_voice_en_22270200	one
10699	common_voice_en_22125874	no
10700	common_voice_en_22125877	three
10701	common_voice_en_22125895	four
10702	common_voice_en_21938153	no
10703	common_voice_en_21938156	four
10704	common_voice_en_21938171	yes
10705	common_voice_en_21938177	one
10706	common_voice_en_21938181	two
10707	common_voice_en_22064610	yes
10708	common_voice_en_22064614	no
10709	common_voice_en_22064678	four
10710	common_voice_en_22064692	two
10711	common_voice_en_21965655	yes
10712	common_voice_en_21965763	no
10713	common_voice_en_21965886	four
10714	common_voice_en_22113543	no
10715	common_voice_en_22113544	yes
10716	common_voice_en_22113617	four
10717	common_voice_en_22113620	one
10718	common_voice_en_22230066	three
10719	common_voice_en_22230074	two
10720	common_voice_en_22230218	yes
10721	common_voice_en_22230221	one
10722	common_voice_en_22035631	one
10723	common_voice_en_22035633	no
10724	common_voice_en_22035715	two
10725	common_voice_en_22035718	three
10726	common_voice_en_22035721	four
10727	common_voice_en_22071959	three
10728	common_voice_en_22071981	no
10729	common_voice_en_22071982	four
10730	common_voice_en_22071984	two
10731	common_voice_en_22171105	three
10732	common_voice_en_22171106	four
10733	common_voice_en_22171112	two
10734	common_voice_en_22171135	no
10735	common_voice_en_22170332	no
10736	common_voice_en_22170342	four
10737	common_voice_en_22170365	yes
10738	common_voice_en_22170371	one
10739	common_voice_en_22259770	one
10740	common_voice_en_22259771	three
10741	common_voice_en_22259775	no
10742	common_voice_en_22259842	two
10743	common_voice_en_22259843	four
10744	common_voice_en_22099401	yes
10745	common_voice_en_22099404	three
10746	common_voice_en_22099405	four
10747	common_voice_en_22099429	two
10748	common_voice_en_22120049	four
10749	common_voice_en_22120057	yes
10750	common_voice_en_22120076	no
10751	common_voice_en_22120135	one
10752	common_voice_en_22120140	three
10753	common_voice_en_22272087	yes
10754	common_voice_en_22272091	four
10755	common_voice_en_22272093	two
10756	common_voice_en_22272105	no
10757	common_voice_en_22222016	three
10758	common_voice_en_22222020	one
10759	common_voice_en_22222022	four
10760	common_voice_en_22222052	no
10761	common_voice_en_22116516	two
10762	common_voice_en_22116517	four
10763	common_voice_en_22116554	one
10764	common_voice_en_22116556	no
10765	common_voice_en_22114929	four
10766	common_voice_en_22114986	two
10767	common_voice_en_22114988	yes
10768	common_voice_en_21922830	one
10769	common_voice_en_21922833	two
10770	common_voice_en_21922869	three
10771	common_voice_en_21922870	yes
10772	common_voice_en_22001690	three
10773	common_voice_en_22001692	yes
10774	common_voice_en_22001694	one
10775	common_voice_en_22001702	four
10776	common_voice_en_21945893	two
10777	common_voice_en_21945895	three
10778	common_voice_en_21999837	yes
10779	common_voice_en_21999838	four
10780	common_voice_en_21999840	one
10781	common_voice_en_21999955	three
10782	common_voice_en_21951095	four
10783	common_voice_en_22131291	one
10784	common_voice_en_22131292	yes
10785	common_voice_en_22131309	three
10786	common_voice_en_22131310	no
10787	common_voice_en_22131313	four
10788	common_voice_en_22126351	one
10789	common_voice_en_22126353	two
10790	common_voice_en_22126392	no
10791	common_voice_en_22007351	one
10792	common_voice_en_22007352	no
10793	common_voice_en_22007649	two
10794	common_voice_en_22007666	four
10795	common_voice_en_22007672	yes
10796	common_voice_en_21916021	four
10797	common_voice_en_21916024	one
10798	common_voice_en_21916051	no
10799	common_voice_en_21916052	three
10800	common_voice_en_22147609	three
10801	common_voice_en_22147610	four
10802	common_voice_en_22147620	one
10803	common_voice_en_22147622	two
10804	common_voice_en_22233682	one
10805	common_voice_en_22233687	yes
10806	common_voice_en_22233691	three
10807	common_voice_en_22233718	two
10808	common_voice_en_22160955	no
10809	common_voice_en_22160958	three
10810	common_voice_en_22160963	two
10811	common_voice_en_22160974	four
10812	common_voice_en_22072218	four
10813	common_voice_en_22072219	yes
10814	common_voice_en_22072220	no
10815	common_voice_en_22072255	one
10816	common_voice_en_22072258	two
10817	common_voice_en_22072259	three
10818	common_voice_en_22139714	no
10819	common_voice_en_22139720	two
10820	common_voice_en_22139729	one
10821	common_voice_en_22139730	yes
10822	common_voice_en_22288700	no
10823	common_voice_en_22288701	one
10824	common_voice_en_22288702	yes
10825	common_voice_en_22058136	three
10826	common_voice_en_22058137	no
10827	common_voice_en_22058139	one
10828	common_voice_en_22058154	four
10829	common_voice_en_22058157	yes
10830	common_voice_en_22150305	one
10831	common_voice_en_22150307	four
10832	common_voice_en_22150466	two
10833	common_voice_en_22150467	no
10834	common_voice_en_22150471	three
10835	common_voice_en_21947924	three
10836	common_voice_en_21947927	no
10837	common_voice_en_21947932	four
10838	common_voice_en_21948016	yes
10839	common_voice_en_21948019	two
10840	common_voice_en_22236884	yes
10841	common_voice_en_22270167	one
10842	common_voice_en_22270168	two
10843	common_voice_en_22270170	no
10844	common_voice_en_22081733	no
10845	common_voice_en_22081735	three
10846	common_voice_en_22081747	two
10847	common_voice_en_22093216	four
10848	common_voice_en_22093226	no
10849	common_voice_en_22093232	three
10850	common_voice_en_22093284	one
10851	common_voice_en_22093290	yes
10852	common_voice_en_22206252	three
10853	common_voice_en_22206253	no
10854	common_voice_en_22206254	four
10855	common_voice_en_22206281	two
10856	common_voice_en_22206285	one
10857	common_voice_en_22045902	three
10858	common_voice_en_22045908	no
10859	common_voice_en_22046037	two
10860	common_voice_en_22219127	one
10861	common_voice_en_22219129	no
10862	common_voice_en_22219130	four
10863	common_voice_en_22219173	three
10864	common_voice_en_22219174	yes
10865	common_voice_en_22219175	two
10866	common_voice_en_22183081	no
10867	common_voice_en_22183083	four
10868	common_voice_en_22183085	three
10869	common_voice_en_22183098	two
10870	common_voice_en_22193509	no
10871	common_voice_en_22193541	three
10872	common_voice_en_22193542	two
10873	common_voice_en_22193544	yes
10874	common_voice_en_22127754	yes
10875	common_voice_en_22127757	three
10876	common_voice_en_22127794	two
10877	common_voice_en_22219818	three
10878	common_voice_en_22219819	two
10879	common_voice_en_22219820	no
10880	common_voice_en_22219855	four
10881	common_voice_en_22219857	one
10882	common_voice_en_22225898	no
10883	common_voice_en_22225900	yes
10884	common_voice_en_22225925	two
10885	common_voice_en_22117289	three
10886	common_voice_en_22117291	yes
10887	common_voice_en_22117293	no
10888	common_voice_en_22117297	one
10889	common_voice_en_22117299	two
10890	common_voice_en_22184484	no
10891	common_voice_en_22184486	two
10892	common_voice_en_22184489	one
10893	common_voice_en_22184490	four
10894	common_voice_en_22184491	three
10895	common_voice_en_22081672	one
10896	common_voice_en_22081674	no
10897	common_voice_en_22081675	four
10898	common_voice_en_22081829	yes
10899	common_voice_en_22157974	one
10900	common_voice_en_22157980	three
10901	common_voice_en_22157986	no
10902	common_voice_en_22157988	two
10903	common_voice_en_22157993	four
10904	common_voice_en_22157996	yes
10905	common_voice_en_22119611	two
10906	common_voice_en_22119612	three
10907	common_voice_en_22119613	no
10908	common_voice_en_22119614	four
10909	common_voice_en_22060333	four
10910	common_voice_en_22060335	two
10911	common_voice_en_22060391	no
10912	common_voice_en_22060392	yes
10913	common_voice_en_22071997	no
10914	common_voice_en_22071999	four
10915	common_voice_en_22072002	three
10916	common_voice_en_22072006	one
10917	common_voice_en_22072007	yes
10918	common_voice_en_22167095	one
10919	common_voice_en_22167098	four
10920	common_voice_en_22167101	yes
10921	common_voice_en_22167104	no
10922	common_voice_en_22167124	three
10923	common_voice_en_22167126	two
10924	common_voice_en_22114728	four
10925	common_voice_en_22114732	two
10926	common_voice_en_22114768	yes
10927	common_voice_en_22114770	three
10928	common_voice_en_22192971	two
10929	common_voice_en_22192994	no
10930	common_voice_en_22192996	four
10931	common_voice_en_22193002	three
10932	common_voice_en_22148127	no
10933	common_voice_en_22148128	one
10934	common_voice_en_22148140	yes
10935	common_voice_en_22148141	four
10936	common_voice_en_22148143	three
10937	common_voice_en_22047062	four
10938	common_voice_en_22047064	one
10939	common_voice_en_22047069	no
10940	common_voice_en_22047071	three
10941	common_voice_en_22024598	one
10942	common_voice_en_22024632	four
10943	common_voice_en_22024633	three
10944	common_voice_en_22224033	three
10945	common_voice_en_22224035	two
10946	common_voice_en_22224048	one
10947	common_voice_en_22224049	four
10948	common_voice_en_22117065	no
10949	common_voice_en_22117068	two
10950	common_voice_en_22117072	yes
10951	common_voice_en_22117098	one
10952	common_voice_en_22117102	three
10953	common_voice_en_21903856	yes
10954	common_voice_en_21903857	one
10955	common_voice_en_21903858	four
10956	common_voice_en_21903863	two
10957	common_voice_en_21903865	no
10958	common_voice_en_21903867	three
10959	common_voice_en_22035545	three
10960	common_voice_en_22035583	two
10961	common_voice_en_22035588	one
10962	common_voice_en_22035591	no
10963	common_voice_en_22185832	no
10964	common_voice_en_22185835	one
10965	common_voice_en_22185836	yes
10966	common_voice_en_22185840	four
10967	common_voice_en_22045032	two
10968	common_voice_en_22045096	three
10969	common_voice_en_22045098	one
10970	common_voice_en_22045105	no
10971	common_voice_en_21929063	three
10972	common_voice_en_21929065	no
10973	common_voice_en_21929066	two
10974	common_voice_en_21929072	yes
10975	common_voice_en_22029400	one
10976	common_voice_en_22029403	two
10977	common_voice_en_22029405	no
10978	common_voice_en_22029496	four
10979	common_voice_en_22220531	four
10980	common_voice_en_22220532	three
10981	common_voice_en_22220535	two
10982	common_voice_en_22220597	no
10983	common_voice_en_22102714	no
10984	common_voice_en_22102715	three
10985	common_voice_en_22102717	four
10986	common_voice_en_22102718	yes
10987	common_voice_en_22102722	two
10988	common_voice_en_21924517	no
10989	common_voice_en_21924519	three
10990	common_voice_en_22263822	yes
10991	common_voice_en_22263824	four
10992	common_voice_en_22263859	one
10993	common_voice_en_22263871	two
10994	common_voice_en_22187628	one
10995	common_voice_en_22187632	no
10996	common_voice_en_22187672	yes
10997	common_voice_en_22187673	two
10998	common_voice_en_22187674	three
10999	common_voice_en_22040133	one
11000	common_voice_en_22040143	two
11001	common_voice_en_22040175	no
11002	common_voice_en_22040177	three
11003	common_voice_en_22040179	yes
11004	common_voice_en_22003201	one
11005	common_voice_en_22003205	yes
11006	common_voice_en_22003206	three
11007	common_voice_en_22003229	four
11008	common_voice_en_22003231	no
11009	common_voice_en_21955198	two
11010	common_voice_en_21955223	three
11011	common_voice_en_21955224	yes
11012	common_voice_en_21955227	four
11013	common_voice_en_21994593	four
11014	common_voice_en_21994600	yes
11015	common_voice_en_21994601	no
11016	common_voice_en_21994606	three
11017	common_voice_en_22072689	three
11018	common_voice_en_22072716	four
11019	common_voice_en_22072722	one
11020	common_voice_en_22072726	two
11021	common_voice_en_22072782	yes
11022	common_voice_en_22216532	no
11023	common_voice_en_22216536	yes
11024	common_voice_en_22216542	one
11025	common_voice_en_22216545	two
11026	common_voice_en_22216550	three
11027	common_voice_en_22045844	two
11028	common_voice_en_22045847	yes
11029	common_voice_en_22045861	one
11030	common_voice_en_22045866	three
11031	common_voice_en_22241327	no
11032	common_voice_en_22241332	yes
11033	common_voice_en_22241348	two
11034	common_voice_en_22241350	four
11035	common_voice_en_22241351	one
11036	common_voice_en_21924446	three
11037	common_voice_en_21924448	no
11038	common_voice_en_21924449	two
11039	common_voice_en_21924454	yes
11040	common_voice_en_22253424	three
11041	common_voice_en_22253425	no
11042	common_voice_en_22269784	two
11043	common_voice_en_22269788	yes
11044	common_voice_en_22286623	yes
11045	common_voice_en_22286637	one
11046	common_voice_en_22286649	no
11047	common_voice_en_22140323	no
11048	common_voice_en_22140324	two
11049	common_voice_en_22140326	four
11050	common_voice_en_22212648	four
11051	common_voice_en_22212691	one
11052	common_voice_en_22212693	yes
11053	common_voice_en_22212695	two
11054	common_voice_en_21985321	one
11055	common_voice_en_21985322	three
11056	common_voice_en_21985323	two
11057	common_voice_en_21985324	four
11058	common_voice_en_21905356	three
11059	common_voice_en_21905358	one
11060	common_voice_en_21905360	no
11061	common_voice_en_21905362	yes
11062	common_voice_en_22094016	one
11063	common_voice_en_22094172	four
11064	common_voice_en_22094173	yes
11065	common_voice_en_22285418	one
11066	common_voice_en_22285426	yes
11067	common_voice_en_22285446	no
11068	common_voice_en_22015830	no
11069	common_voice_en_22015835	two
11070	common_voice_en_22016028	yes
11071	common_voice_en_22016159	one
11072	common_voice_en_22016161	three
11073	common_voice_en_22188569	no
11074	common_voice_en_22188572	four
11075	common_voice_en_22188576	three
11076	common_voice_en_22188578	yes
11077	common_voice_en_22188618	one
11078	common_voice_en_22206648	four
11079	common_voice_en_22206650	no
11080	common_voice_en_22206651	one
11081	common_voice_en_22206659	yes
11082	common_voice_en_22206661	three
11083	common_voice_en_22148815	yes
11084	common_voice_en_22148816	two
11085	common_voice_en_22148817	three
11086	common_voice_en_22148818	one
11087	common_voice_en_22148819	four
11088	common_voice_en_22101194	three
11089	common_voice_en_22101195	yes
11090	common_voice_en_22101197	one
11091	common_voice_en_21974028	two
11092	common_voice_en_21974030	one
11093	common_voice_en_21974034	four
11094	common_voice_en_21974075	no
11095	common_voice_en_21974096	yes
11096	common_voice_en_22096835	three
11097	common_voice_en_22096839	no
11098	common_voice_en_22096841	two
11099	common_voice_en_22096871	yes
11100	common_voice_en_22096873	four
11101	common_voice_en_21952813	no
11102	common_voice_en_21952821	three
11103	common_voice_en_21952940	two
11104	common_voice_en_22096262	no
11105	common_voice_en_22096277	yes
11106	common_voice_en_22096280	four
11107	common_voice_en_22096281	two
11108	common_voice_en_21920315	three
11109	common_voice_en_21920316	two
11110	common_voice_en_21920318	one
11111	common_voice_en_22124007	three
11112	common_voice_en_22124016	yes
11113	common_voice_en_22124019	no
11114	common_voice_en_22124021	one
11115	common_voice_en_22240207	yes
11116	common_voice_en_22240208	one
11117	common_voice_en_22240226	two
11118	common_voice_en_22240227	three
11119	common_voice_en_22240228	four
11120	common_voice_en_22286462	yes
11121	common_voice_en_22286478	no
11122	common_voice_en_22286485	one
11123	common_voice_en_21957196	four
11124	common_voice_en_21957203	yes
11125	common_voice_en_21957320	two
11126	common_voice_en_21957327	three
11127	common_voice_en_22043701	no
11128	common_voice_en_22043702	three
11129	common_voice_en_22043706	two
11130	common_voice_en_22043724	yes
11131	common_voice_en_21994130	yes
11132	common_voice_en_21994135	four
11133	common_voice_en_21994147	one
11134	common_voice_en_21994148	no
11135	common_voice_en_21994151	two
11136	common_voice_en_22224153	two
11137	common_voice_en_22224155	yes
11138	common_voice_en_22224157	three
11139	common_voice_en_22224198	four
11140	common_voice_en_22224201	no
11141	common_voice_en_22200898	two
11142	common_voice_en_22200899	four
11143	common_voice_en_22200935	yes
11144	common_voice_en_22200936	three
11145	common_voice_en_22200943	one
11146	common_voice_en_22144417	two
11147	common_voice_en_22144418	no
11148	common_voice_en_22144419	one
11149	common_voice_en_22144420	four
11150	common_voice_en_22093608	yes
11151	common_voice_en_22093610	one
11152	common_voice_en_22093611	no
11153	common_voice_en_22093612	three
11154	common_voice_en_22093640	two
11155	common_voice_en_22169112	one
11156	common_voice_en_22169116	no
11157	common_voice_en_22169128	two
11158	common_voice_en_22169129	yes
11159	common_voice_en_22169131	four
11160	common_voice_en_22009044	no
11161	common_voice_en_22009047	yes
11162	common_voice_en_22009059	four
11163	common_voice_en_22009063	two
11164	common_voice_en_22087685	two
11165	common_voice_en_22087686	four
11166	common_voice_en_22087715	one
11167	common_voice_en_22087716	three
11168	common_voice_en_22286003	yes
11169	common_voice_en_22286007	no
11170	common_voice_en_22286018	one
11171	common_voice_en_22222413	four
11172	common_voice_en_22222414	two
11173	common_voice_en_22222419	one
11174	common_voice_en_22222429	three
11175	common_voice_en_21950182	one
11176	common_voice_en_21950218	two
11177	common_voice_en_21950225	no
11178	common_voice_en_22238459	one
11179	common_voice_en_22238460	three
11180	common_voice_en_22238463	four
11181	common_voice_en_22238466	no
11182	common_voice_en_22178966	two
11183	common_voice_en_22178981	four
11184	common_voice_en_22178985	one
11185	common_voice_en_22103482	yes
11186	common_voice_en_22103485	no
11187	common_voice_en_22103486	two
11188	common_voice_en_22103510	one
11189	common_voice_en_22221704	three
11190	common_voice_en_22221709	four
11191	common_voice_en_22221753	two
11192	common_voice_en_21894878	three
11193	common_voice_en_21894879	two
11194	common_voice_en_21894880	no
11195	common_voice_en_21894891	four
11196	common_voice_en_21948786	two
11197	common_voice_en_21948790	one
11198	common_voice_en_21948791	yes
11199	common_voice_en_21949149	three
11200	common_voice_en_21949158	four
11201	common_voice_en_22192847	three
11202	common_voice_en_22192848	one
11203	common_voice_en_22192852	four
11204	common_voice_en_22192862	two
11205	common_voice_en_22006414	one
11206	common_voice_en_22006441	two
11207	common_voice_en_22006442	no
11208	common_voice_en_22006444	yes
11209	common_voice_en_22084885	four
11210	common_voice_en_22084889	yes
11211	common_voice_en_22084893	two
11212	common_voice_en_22084895	three
11213	common_voice_en_22084897	no
11214	common_voice_en_22283133	one
11215	common_voice_en_22283153	yes
11216	common_voice_en_22283155	two
11217	common_voice_en_22035289	three
11218	common_voice_en_22035292	one
11219	common_voice_en_22035344	yes
11220	common_voice_en_22138058	yes
11221	common_voice_en_22138083	no
11222	common_voice_en_22138085	two
11223	common_voice_en_22074124	one
11224	common_voice_en_22074128	yes
11225	common_voice_en_22074136	no
11226	common_voice_en_22074145	four
11227	common_voice_en_22074200	three
11228	common_voice_en_22074206	two
11229	common_voice_en_22197728	three
11230	common_voice_en_22197729	four
11231	common_voice_en_22197732	no
11232	common_voice_en_22197747	one
11233	common_voice_en_22197750	two
11234	common_voice_en_22013770	four
11235	common_voice_en_22013840	three
11236	common_voice_en_22013843	one
11237	common_voice_en_22013846	yes
11238	common_voice_en_22097502	no
11239	common_voice_en_22097532	four
11240	common_voice_en_22097533	two
11241	common_voice_en_22097535	one
11242	common_voice_en_22071700	one
11243	common_voice_en_22071704	four
11244	common_voice_en_22071706	two
11245	common_voice_en_22071722	yes
11246	common_voice_en_22071725	no
11247	common_voice_en_21921019	no
11248	common_voice_en_21921020	three
11249	common_voice_en_21921021	yes
11250	common_voice_en_21921122	two
11251	common_voice_en_21921129	one
11252	common_voice_en_22075200	two
11253	common_voice_en_22075207	yes
11254	common_voice_en_22075247	four
11255	common_voice_en_22075252	one
11256	common_voice_en_22196793	two
11257	common_voice_en_22196911	yes
11258	common_voice_en_22196913	no
11259	common_voice_en_22049861	no
11260	common_voice_en_22049874	two
11261	common_voice_en_22049875	four
11262	common_voice_en_22049876	three
11263	common_voice_en_22135988	one
11264	common_voice_en_22136000	no
11265	common_voice_en_22136042	two
11266	common_voice_en_22172220	four
11267	common_voice_en_22172222	yes
11268	common_voice_en_22172223	three
11269	common_voice_en_22172266	no
11270	common_voice_en_22172268	one
11271	common_voice_en_22069293	three
11272	common_voice_en_22069297	yes
11273	common_voice_en_22069328	four
11274	common_voice_en_22069329	no
11275	common_voice_en_22069332	one
11276	common_voice_en_22184513	four
11277	common_voice_en_22184514	one
11278	common_voice_en_22184516	yes
11279	common_voice_en_22184542	no
11280	common_voice_en_22184548	two
11281	common_voice_en_22224379	two
11282	common_voice_en_22224488	three
11283	common_voice_en_22224511	yes
11284	common_voice_en_22095237	one
11285	common_voice_en_22095240	four
11286	common_voice_en_22095261	yes
11287	common_voice_en_22095262	three
11288	common_voice_en_22111824	three
11289	common_voice_en_22111844	two
11290	common_voice_en_22111846	yes
11291	common_voice_en_22111849	four
11292	common_voice_en_22042890	three
11293	common_voice_en_22042896	four
11294	common_voice_en_22042923	one
11295	common_voice_en_22042929	no
11296	common_voice_en_22211082	no
11297	common_voice_en_22211083	three
11298	common_voice_en_22211089	four
11299	common_voice_en_22211091	two
11300	common_voice_en_21963592	four
11301	common_voice_en_21963610	two
11302	common_voice_en_21963613	three
11303	common_voice_en_21963615	no
11304	common_voice_en_22020181	no
11305	common_voice_en_22020182	three
11306	common_voice_en_22020207	one
11307	common_voice_en_22020211	two
11308	common_voice_en_22287627	no
11309	common_voice_en_22287630	yes
11310	common_voice_en_22287637	one
11311	common_voice_en_22249582	yes
11312	common_voice_en_22249598	four
11313	common_voice_en_22249599	three
11314	common_voice_en_22249601	one
11315	common_voice_en_22237860	one
11316	common_voice_en_22237861	no
11317	common_voice_en_22237864	yes
11318	common_voice_en_22237899	three
11319	common_voice_en_22121321	one
11320	common_voice_en_22121336	three
11321	common_voice_en_22121345	no
11322	common_voice_en_22136065	yes
11323	common_voice_en_22136104	two
11324	common_voice_en_22136107	three
11325	common_voice_en_22136114	no
11326	common_voice_en_22126662	four
11327	common_voice_en_22126678	three
11328	common_voice_en_22126680	no
11329	common_voice_en_22126681	one
11330	common_voice_en_22126682	yes
11331	common_voice_en_22196426	no
11332	common_voice_en_22196427	yes
11333	common_voice_en_22196428	one
11334	common_voice_en_22196456	two
11335	common_voice_en_22196461	four
11336	common_voice_en_22203298	no
11337	common_voice_en_22203300	two
11338	common_voice_en_22203318	yes
11339	common_voice_en_22203322	one
11340	common_voice_en_22203323	four
11341	common_voice_en_22169688	yes
11342	common_voice_en_22169692	four
11343	common_voice_en_22169714	no
11344	common_voice_en_22169716	one
11345	common_voice_en_22169722	three
11346	common_voice_en_22111330	yes
11347	common_voice_en_22111332	four
11348	common_voice_en_22111364	no
11349	common_voice_en_22111365	one
11350	common_voice_en_21976594	one
11351	common_voice_en_21976599	yes
11352	common_voice_en_21976600	four
11353	common_voice_en_21976728	no
11354	common_voice_en_21976730	two
11355	common_voice_en_22080778	no
11356	common_voice_en_22080936	two
11357	common_voice_en_22080940	one
11358	common_voice_en_22080948	four
11359	common_voice_en_22080955	three
11360	common_voice_en_22196416	one
11361	common_voice_en_22196422	three
11362	common_voice_en_22196467	two
11363	common_voice_en_22196468	yes
11364	common_voice_en_22196469	no
11365	common_voice_en_21915117	no
11366	common_voice_en_21915140	one
11367	common_voice_en_21915141	yes
11368	common_voice_en_21915142	three
11369	common_voice_en_22026363	one
11370	common_voice_en_22026370	yes
11371	common_voice_en_22026390	four
11372	common_voice_en_22026396	no
11373	common_voice_en_22026400	three
11374	common_voice_en_22031933	yes
11375	common_voice_en_22031937	one
11376	common_voice_en_22032109	no
11377	common_voice_en_22032110	four
11378	common_voice_en_22032114	three
11379	common_voice_en_22032116	two
11380	common_voice_en_22209754	two
11381	common_voice_en_22209756	no
11382	common_voice_en_22209763	yes
11383	common_voice_en_22209764	three
11384	common_voice_en_22209767	one
11385	common_voice_en_22187140	two
11386	common_voice_en_22187162	four
11387	common_voice_en_22187163	three
11388	common_voice_en_22187165	one
11389	common_voice_en_22187167	yes
